videoId,title,description,published_at,channel,thumbnail_url,transcripts,generated_by_youtube,original_lang,views,comments,likes
percent uh so it's a very large uh
increase and and I don't think that is
an intention of uh coming to a full stop
yet I don't think it will
um uh not it is running at five percent
but but you know the the challenge for
the FED now in in the wake of this
Silicon Valley Bank uh uh going value up
uh uh has has been that you know
ultimately what it does to interest
rates also does something to the
financial stability of of the financial
system uh and and that I think has
become the the issue of the trade-offs
but but uh I agree with you that in the
in the US it's not so you know not three
to four times a million you know it's
about running currently at five percent
which is uh two and a half times the
target of two percent
uh so so it looks better but but still
not comfortable enough uh uh where I
think the action is required and I see
no uh uh awareness or no willingness
actually to see it see it that way is
the fiscal side of the United States I
you know the the spending by the
treasury is just out of hands uh and and
this is where I had said you know that
the the the deck to GDP ratio uh uh is
is now becomes a very big challenge
because now you know when the interest
rates rise up to 500
servicing the debt becomes extremely
costly
yeah so we leave it on the show tonight
thanks so much for watching
[Music]
foreign
what's the latest with the go first
matter pending with the nclt
we'll write the management of go first
has reached out to nclt again and this
is despite the fact that nclt has
reserved its uh order the the management
of go first wants the wants nclg to pass
its plea of moratorium that it is issued
in order to continue with its operation
of domestic aircrafts across the country
as we know it was last week that go
first had to submitted this plea where
it did mention that more than 50 percent
of its aircrafts are grounded with only
26 of them functional in fact the Lesser
lessers have also intervened asking to
take back 20 of these aircrafts which
could disrupt operations of uh go first
in the coming days in case it's plans to
resume
also what do the issue of credit notes
mean for Gophers passengers Karishma
well in terms of refund the latest
update that's been coming is that go
first has submitted a response in to the
dgco so that they will be processing the
refunds they've been started to issue
credit notes to its passengers in terms
of data and amounts that coming it's
more than 70 000 passengers who've been
impacted and an amount of 350 crores
that has to be refunded for the flights
that were canceled up to May 9th of
course after May 9 the latest update has
been that the suspension has been taken
forward until May 12th and in case the
nclt does not accept its plea the
lessers may take back the aircraft which
could further derial plans of go first
to resume its operations in the country
[Music]
[Music]
[Music]
thank you
[Music]
we are seeing India today then very
often before counting you do get to see
the exact price of the BJP all three
friends spot on this time Channel with
number one exit post Striker India
today's double engine live state of War
exact pool 10th May 6 PM onwards only on
India Today TV
co-presented by star health insurance
the health insurance specialist powered
by Jaguar discover the magic of smart
lights
co-powered by Tech Pro by blackberries
show the way
you are watching India today
[Music]
hello you're watching India today and I
am let's start the show with the
headlines
former prime minister Imran Khan service
protest and Chaos his supporters stormed
